,assoc_req_count,assoc_succ_count,auths_count,deauth1_count,deauth2_count,deauth3_count,deauth_total,assoc_succ + auth
46:91:60:a1:11:42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e2:a9:64:e6:50:ed,22.0,22.0,23.0,22.0,17.0,1.0,40.0,45.0
b8:41:a4:54:2b:52,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0
6e:29:b5:32:3d:b1,241.0,241.0,245.0,234.0,200.0,5.0,439.0,486.0
70:3a:0e:53:12:c0,26.0,26.0,30.0,23.0,20.0,11.0,54.0,56.0
10:98:c3:bd:53:a8,300.0,300.0,309.0,300.0,268.0,4.0,572.0,609.0
94:fe:06:00:2a:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12:29:b4:2b:ea:50,3.0,3.0,3.0,3.0,2.0,1.0,6.0,6.0
c2:d2:dd:e7:32:69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:80:06:ad:cd:f3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cc:c0:79:41:0c:85,7.0,7.0,8.0,8.0,4.0,6.0,18.0,15.0
f2:d8:0b:e2:d4:6a,98.0,98.0,98.0,93.0,96.0,0.0,189.0,196.0
ce:48:b1:9c:4c:31,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0
22:ad:56:4a:90:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40:9c:28:80:a2:3c,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0
90:91:0c:8f:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
de:90:9c:ad:47:2e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:54:42:d1,78.0,78.0,78.0,75.0,74.0,1.0,150.0,156.0
ac:a3:1e:54:1e:f0,43.0,43.0,44.0,8.0,11.0,2.0,21.0,87.0
90:4c:81:8e:91:10,34.0,34.0,34.0,34.0,33.0,4.0,71.0,68.0
ac:a3:1e:5a:31:71,11.0,11.0,11.0,11.0,11.0,0.0,22.0,22.0
ec:2c:e2:0d:4a:76,66.0,66.0,70.0,65.0,55.0,6.0,126.0,136.0
28:ff:3c:b5:dd:cf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c0:33:5e:10:93:4b,5.0,5.0,5.0,0.0,5.0,0.0,5.0,10.0
e2:af:2d:89:cc:87,201.0,201.0,212.0,158.0,155.0,24.0,337.0,413.0
48:4a:e9:97:d2:a0,14.0,14.0,14.0,14.0,12.0,6.0,32.0,28.0
f0:ab:54:19:3b:a6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3e:b0:11:00:2a:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
de:38:17:c3:82:d2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9c:8c:d8:72:59:e0,89.0,89.0,91.0,80.0,81.0,13.0,174.0,180.0
44:91:60:e2:04:fe,7.0,7.0,8.0,7.0,6.0,1.0,14.0,15.0
00:b3:62:e3:1a:e3,87.0,87.0,88.0,82.0,59.0,5.0,146.0,175.0
40:e3:d6:52:37:21,5.0,5.0,5.0,5.0,4.0,0.0,9.0,10.0
9e:18:88:fb:a4:9c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58:32:77:04:b6:78,2.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0
ac:a3:1e:58:3b:11,61.0,61.0,61.0,53.0,54.0,0.0,107.0,122.0
ba:9f:09:cb:c9:8c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9e:18:88:fb:70:95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b2:00:73:45:07:4c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c4:49:bb:4d:41:86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1e:b5:45:03:7b:75,478.0,478.0,501.0,445.0,400.0,10.0,855.0,979.0
cc:2d:b7:9b:c5:a7,34.0,34.0,35.0,33.0,29.0,3.0,65.0,69.0
9c:8c:d8:71:77:10,7.0,7.0,7.0,6.0,6.0,0.0,12.0,14.0
a6:18:88:fb:a4:94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:59:c3:c1,30.0,30.0,33.0,40.0,28.0,40.0,108.0,63.0
08:10:74:6a:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94:bf:2d:2f:d3:46,312.0,312.0,314.0,292.0,266.0,21.0,579.0,626.0
de:53:60:a3:12:59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b8:ee:65:0d:90:7d,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0
dc:ef:ca:35:92:43,20.0,20.0,20.0,20.0,18.0,2.0,40.0,40.0
d8:c4:97:fe:35:4f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02:54:af:ef:93:62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9a:18:98:fb:c5:71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0c:bb:c3:84:98:f2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c8:b5:ad:af:1a:c0,5.0,5.0,5.0,4.0,3.0,2.0,9.0,10.0
38:17:c3:84:0d:00,3.0,3.0,3.0,3.0,3.0,0.0,6.0,6.0
b6:2d:e8:38:a8:3c,143.0,143.0,151.0,143.0,106.0,9.0,258.0,294.0
38:89:2c:9a:38:2b,40.0,40.0,44.0,37.0,26.0,3.0,66.0,84.0
ac:a3:1e:5a:65:c0,23.0,23.0,29.0,22.0,15.0,4.0,41.0,52.0
b0:35:b5:cb:46:af,33.0,33.0,32.0,31.0,31.0,31.0,93.0,65.0
70:3a:0e:52:dc:41,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
f0:8a:76:62:f3:66,1030.0,1030.0,1082.0,989.0,934.0,27.0,1950.0,2112.0
40:e3:d6:1d:2e:d0,108.0,108.0,111.0,89.0,84.0,7.0,180.0,219.0
9a:18:98:fb:70:79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:10:17:46:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d4:a3:3d:22:4f:98,108.0,108.0,125.0,99.0,80.0,22.0,201.0,233.0
38:30:f9:00:8b:c7,45.0,45.0,45.0,45.0,35.0,8.0,88.0,90.0
a6:ab:a8:00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:5b:87:81,5.0,5.0,5.0,4.0,5.0,0.0,9.0,10.0
04:80:06:65:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04:72:95:0d:d0:ee,76.0,76.0,76.0,72.0,70.0,72.0,214.0,152.0
98:18:88:fb:70:a7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38:17:c3:82:e2:f0,13.0,13.0,13.0,13.0,13.0,1.0,27.0,26.0
10:50:44:03:3e:24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:5a:cc:31,12.0,12.0,12.0,12.0,9.0,1.0,22.0,24.0
b4:5d:50:13:7a:02,709.0,709.0,803.0,689.0,425.0,71.0,1185.0,1512.0
38:f9:d3:d9:e0:5d,21.0,21.0,25.0,22.0,16.0,5.0,43.0,46.0
40:e3:d6:54:f1:31,9.0,9.0,9.0,9.0,9.0,0.0,18.0,18.0
9c:8c:d8:72:70:71,100.0,100.0,107.0,97.0,96.0,4.0,197.0,207.0
2a:f9:f7:34:2e:f9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c0:9a:d0:78:63:f6,48.0,48.0,48.0,21.0,3.0,19.0,43.0,96.0
82:b6:4a:7c:ee:93,275.0,275.0,290.0,270.0,260.0,5.0,535.0,565.0
ac:a3:1e:54:10:81,58.0,58.0,63.0,55.0,15.0,3.0,73.0,121.0
00:00:00:00:08:1b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:11:76:f9:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:fc:ba:e7:a1:60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:54:19:f1,13.0,13.0,13.0,13.0,12.0,0.0,25.0,26.0
10:1c:0c:48:4b:2d,46.0,46.0,50.0,31.0,31.0,0.0,62.0,96.0
84:ab:1a:89:f7:a7,94.0,94.0,98.0,75.0,68.0,5.0,148.0,192.0
40:e3:d6:54:d3:10,80.0,80.0,80.0,74.0,76.0,3.0,153.0,160.0
b4:5d:50:13:2f:e0,124.0,124.0,157.0,116.0,103.0,31.0,250.0,281.0
b8:53:ac:26:50:1f,24.0,24.0,25.0,23.0,14.0,11.0,48.0,49.0
86:17:29:87:ce:5b,23.0,23.0,26.0,21.0,14.0,6.0,41.0,49.0
ac:a3:1e:5a:2f:f0,137.0,137.0,137.0,97.0,91.0,34.0,222.0,274.0
00:07:10:5f:99:11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
be:75:63:70:ad:73,61.0,61.0,62.0,54.0,61.0,1.0,116.0,123.0
38:17:c3:89:93:20,90.0,90.0,90.0,89.0,85.0,4.0,178.0,180.0
40:3d:3f:59:a3:96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d4:61:9d:00:2d:8c,9.0,9.0,9.0,8.0,4.0,3.0,15.0,18.0
b8:7b:c5:83:b1:ad,75.0,75.0,77.0,75.0,71.0,33.0,179.0,152.0
02:8c:2f:59:c9:9a,252.0,252.0,261.0,224.0,199.0,2.0,425.0,513.0
d8:8f:76:61:ae:a5,15.0,15.0,15.0,15.0,10.0,5.0,30.0,30.0
36:30:50:d9:c3:41,25.0,25.0,28.0,26.0,21.0,4.0,51.0,53.0
5c:3a:45:f4:66:71,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0
78:4f:43:c3:b7:90,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0
ac:a3:1e:5a:6e:f0,72.0,72.0,72.0,62.0,73.0,10.0,145.0,144.0
ac:a3:1e:54:1e:e1,2.0,2.0,4.0,3.0,2.0,1.0,6.0,6.0
08:10:f1:71:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aa:ad:ac:00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08:10:6a:05:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e8:4e:06:75:6c:1b,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0
b4:5d:50:13:2b:93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d8:3b:bf:dc:93:d0,40.0,40.0,41.0,40.0,30.0,11.0,81.0,81.0
38:17:c3:82:ae:d0,11.0,11.0,11.0,11.0,10.0,1.0,22.0,22.0
b4:5d:50:13:2d:71,255.0,255.0,264.0,243.0,140.0,18.0,401.0,519.0
ea:dd:40:ba:a4:4b,35.0,35.0,36.0,34.0,23.0,5.0,62.0,71.0
60:1d:91:30:7a:e4,410.0,410.0,411.0,389.0,338.0,34.0,761.0,821.0
d8:c4:97:fd:79:59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:82:07:24:84:d2,58.0,58.0,61.0,52.0,42.0,7.0,101.0,119.0
48:4a:e9:d5:6a:e3,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0
90:4c:81:93:30:80,7.0,7.0,8.0,7.0,5.0,2.0,14.0,15.0
38:f9:d3:bb:1b:f6,6.0,6.0,7.0,3.0,1.0,0.0,4.0,13.0
c2:5a:c3:82:73:12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98:18:88:fb:8f:ef,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60:d0:2c:47:96:58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9c:8c:d8:71:77:11,28.0,28.0,43.0,34.0,30.0,6.0,70.0,71.0
da:a0:10:a9:33:0f,11.0,11.0,11.0,11.0,11.0,9.0,31.0,22.0
38:17:c3:82:d6:01,4.0,4.0,4.0,4.0,4.0,0.0,8.0,8.0
48:4a:e9:98:c8:90,467.0,467.0,469.0,443.0,442.0,135.0,1020.0,936.0
ac:a3:1e:5b:7f:e1,10.0,10.0,10.0,5.0,10.0,0.0,15.0,20.0
5c:e1:76:67:98:ce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70:3a:0e:50:78:a0,13.0,13.0,14.0,9.0,14.0,0.0,23.0,27.0
70:3a:0e:53:34:b1,54.0,54.0,55.0,54.0,53.0,1.0,108.0,109.0
c0:ee:fb:e3:5f:1a,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0
ac:a3:1e:58:4c:30,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
aa:b1:09:53:6d:9b,98.0,98.0,101.0,93.0,68.0,7.0,168.0,199.0
22:60:e0:78:47:c5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:00:c4:00:0e:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78:61:7c:5f:7b:96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33:33:ff:cd:bc:80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38:17:c3:82:bb:21,176.0,176.0,176.0,164.0,170.0,0.0,334.0,352.0
86:0d:1c:9c:0f:68,54.0,54.0,59.0,53.0,48.0,3.0,104.0,113.0
fc:18:3c:74:d4:7c,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0
38:17:50:13:2b:90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98:18:88:fb:70:7d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c0:e8:62:d6:fe:25,14.0,14.0,14.0,14.0,7.0,6.0,27.0,28.0
66:e0:60:35:dc:8c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40:56:80:13:69:86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:5a:50:20,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0
e8:b2:ac:71:bc:f1,21.0,21.0,21.0,20.0,7.0,7.0,34.0,42.0
04:80:06:ed:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f0:5c:19:b9:0f:c1,81.0,81.0,100.0,82.0,70.0,11.0,163.0,181.0
90:4c:81:8e:af:b0,57.0,57.0,57.0,54.0,49.0,1.0,104.0,114.0
38:17:c3:84:49:50,2.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0
de:2b:04:00:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33:33:ff:87:f3:fe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8e:fa:09:9a:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c4:49:bb:12:27:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9c:8c:d8:71:6f:c0,10.0,10.0,10.0,6.0,7.0,1.0,14.0,20.0
40:e3:d6:51:ce:01,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
58:6b:14:93:3c:d5,149.0,149.0,150.0,150.0,133.0,1.0,284.0,299.0
ac:a3:1e:54:42:b1,40.0,40.0,40.0,39.0,37.0,1.0,77.0,80.0
a4:00:c3:82:d7:92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8e:6b:34:00:3e:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04:80:06:1d:e8:66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90:4c:81:ab:b1:61,8.0,8.0,8.0,7.0,7.0,0.0,14.0,16.0
40:e3:d6:52:9e:51,3.0,3.0,5.0,3.0,3.0,0.0,6.0,8.0
ac:a3:1e:54:13:10,2.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0
da:dd:e5:fa:55:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ca:5b:3a:0b:59:e8,16.0,16.0,22.0,14.0,9.0,2.0,25.0,38.0
36:bb:a4:4a:df:90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98:18:88:fb:8f:7d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:5a:a4:00,4.0,4.0,4.0,4.0,2.0,0.0,6.0,8.0
ac:a3:1e:5b:ad:c1,17.0,17.0,17.0,18.0,15.0,4.0,37.0,34.0
48:4a:e9:99:00:a1,254.0,254.0,259.0,250.0,229.0,10.0,489.0,513.0
38:35:3e:84:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90:4c:81:8c:00:61,2.0,2.0,4.0,3.0,2.0,1.0,6.0,6.0
ca:54:6e:4f:fc:bf,7.0,7.0,7.0,7.0,5.0,1.0,13.0,14.0
ac:a3:1e:59:af:61,3.0,3.0,3.0,3.0,3.0,0.0,6.0,6.0
90:4c:81:8b:b0:51,36.0,36.0,37.0,34.0,34.0,0.0,68.0,73.0
48:4a:e9:d5:42:30,13.0,13.0,13.0,12.0,6.0,5.0,23.0,26.0
38:17:c3:84:87:b1,23.0,23.0,25.0,23.0,22.0,1.0,46.0,48.0
00:25:df:0a:34:6a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42:bf:82:04:eb:e9,2.0,2.0,2.0,2.0,0.0,1.0,3.0,4.0
38:17:c3:84:60:a1,6.0,6.0,6.0,6.0,6.0,0.0,12.0,12.0
70:3a:0e:50:93:71,21.0,21.0,22.0,20.0,18.0,1.0,39.0,43.0
a8:e5:44:e4:6e:eb,22.0,22.0,22.0,21.0,18.0,3.0,42.0,44.0
38:17:c3:82:cd:d1,44.0,44.0,54.0,42.0,37.0,7.0,86.0,98.0
ac:a3:1e:5b:8a:b0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
b4:5d:50:13:75:20,270.0,270.0,311.0,234.0,136.0,120.0,490.0,581.0
00:4e:35:cc:b4:e1,13.0,13.0,27.0,19.0,14.0,7.0,40.0,40.0
90:4c:81:8b:bc:90,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
08:10:80:a3:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5a:16:d7:28:9d:6b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9c:8c:d8:72:97:61,77.0,77.0,81.0,77.0,78.0,1.0,156.0,158.0
40:e3:d6:54:f0:f1,1.0,1.0,1.0,2.0,2.0,0.0,4.0,2.0
b4:5d:50:13:7b:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82:1f:39:0d:68:9b,15.0,15.0,17.0,15.0,10.0,4.0,29.0,32.0
90:4c:81:8f:38:71,12.0,12.0,12.0,10.0,10.0,0.0,20.0,24.0
5c:f9:38:70:23:69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c8:b5:ad:af:17:70,33.0,33.0,33.0,26.0,31.0,1.0,58.0,66.0
04:e5:36:12:2c:e3,70.0,70.0,72.0,7.0,0.0,1.0,8.0,142.0
d2:86:8b:b3:7e:61,146.0,146.0,149.0,139.0,144.0,4.0,287.0,295.0
88:e9:fe:bc:10:66,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0
52:52:6f:38:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:59:ed:11,6.0,6.0,6.0,6.0,6.0,0.0,12.0,12.0
70:3a:0e:50:eb:20,5.0,5.0,5.0,4.0,4.0,4.0,12.0,10.0
80:32:53:cd:cb:ca,18.0,18.0,24.0,19.0,15.0,5.0,39.0,42.0
74:b5:87:35:4d:da,35.0,35.0,35.0,35.0,31.0,3.0,69.0,70.0
33:33:ff:4c:4c:d2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30:b4:9e:e9:b0:52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70:3a:0e:51:48:81,21.0,21.0,29.0,18.0,19.0,1.0,38.0,50.0
38:17:c3:89:c1:d2,5.0,5.0,5.0,8.0,8.0,5.0,21.0,10.0
22:ad:56:24:0b:02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76:ec:79:b6:37:a3,4.0,4.0,4.0,0.0,4.0,0.0,4.0,8.0
02:9d:6b:ec:bd:97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8e:7e:30:55:de:7d,961.0,961.0,1064.0,912.0,680.0,19.0,1611.0,2025.0
66:60:7b:58:e8:93,12.0,12.0,12.0,12.0,8.0,2.0,22.0,24.0
00:00:00:00:37:2b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9a:49:14:90:e9:d6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70:3c:69:2e:13:4a,95.0,95.0,124.0,99.0,78.0,25.0,202.0,219.0
40:e3:d6:54:e4:31,9.0,9.0,9.0,9.0,9.0,0.0,18.0,18.0
08:10:5d:77:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1a:c3:fc:00:cb:8b,20.0,20.0,20.0,18.0,12.0,2.0,32.0,40.0
86:9c:44:10:7f:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46:c0:85:ad:0a:e0,30.0,30.0,30.0,29.0,27.0,2.0,58.0,60.0
f8:38:80:ae:2c:94,2.0,2.0,2.0,2.0,1.0,2.0,5.0,4.0
AC:48:4a:e9:d5:76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:2d:92:83:84:33,28.0,28.0,30.0,28.0,25.0,3.0,56.0,58.0
9e:18:88:fb:70:7d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b6:61:e4:86:1e:47,92.0,92.0,92.0,74.0,67.0,1.0,142.0,184.0
ec:ce:d7:8d:78:64,77.0,77.0,82.0,78.0,65.0,3.0,146.0,159.0
ac:a3:1e:5a:a6:40,2.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0
02:88:ad:3e:c3:dd,105.0,105.0,105.0,95.0,99.0,5.0,199.0,210.0
40:e3:d6:54:fb:d1,10.0,10.0,10.0,10.0,10.0,0.0,20.0,20.0
dc:a4:ca:79:42:f1,23.0,23.0,28.0,22.0,18.0,7.0,47.0,51.0
80:82:23:0f:ec:90,7.0,7.0,7.0,7.0,5.0,7.0,19.0,14.0
1a:81:81:65:65:6e,4.0,4.0,4.0,4.0,3.0,1.0,8.0,8.0
9a:18:98:fb:9d:70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:5a:69:41,20.0,20.0,22.0,18.0,24.0,0.0,42.0,42.0
80:ce:62:f3:41:91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40:e3:d6:1d:33:10,226.0,226.0,230.0,171.0,147.0,27.0,345.0,456.0
84:24:8d:6d:b6:f0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46:19:61:84:e1:8f,5.0,5.0,5.0,4.0,1.0,2.0,7.0,10.0
70:3a:0e:51:2e:e1,7.0,7.0,7.0,6.0,6.0,0.0,12.0,14.0
00:4e:35:cc:c9:31,28.0,28.0,28.0,27.0,27.0,0.0,54.0,56.0
36:07:be:32:de:c8,10.0,10.0,10.0,10.0,9.0,1.0,20.0,20.0
f8:16:54:76:e5:0d,2.0,2.0,2.0,1.0,1.0,0.0,2.0,4.0
9e:18:98:fb:70:8e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44:4a:db:08:3e:ca,113.0,113.0,114.0,103.0,92.0,1.0,196.0,227.0
84:ab:1a:38:e5:bb,7.0,7.0,7.0,4.0,2.0,1.0,7.0,14.0
a6:00:3e:01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18:64:72:7f:99:31,10.0,10.0,10.0,9.0,9.0,0.0,18.0,20.0
00:00:00:00:99:7a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7c:04:d0:c1:88:0c,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
04:80:06:39:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:22:15:c9:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e4:b2:fb:07:9d:8b,65.0,65.0,67.0,64.0,61.0,1.0,126.0,132.0
cc:44:63:86:c0:87,18.0,18.0,18.0,7.0,6.0,0.0,13.0,36.0
ac:a3:1e:5a:89:81,266.0,266.0,559.0,285.0,344.0,134.0,763.0,825.0
fc:2a:9c:9c:5a:52,4.0,4.0,5.0,4.0,1.0,1.0,6.0,9.0
c4:49:bb:24:6c:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a2:b8:bd:85:ed:42,14.0,14.0,14.0,13.0,12.0,1.0,26.0,28.0
00:2d:c3:83:4e:91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70:3a:0e:51:f0:31,35.0,35.0,37.0,35.0,30.0,1.0,66.0,72.0
0c:4a:c3:82:d7:92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58:40:4e:1d:0e:99,52.0,52.0,59.0,55.0,44.0,5.0,104.0,111.0
ac:a3:1e:5a:5e:f0,55.0,55.0,55.0,31.0,37.0,6.0,74.0,110.0
a4:b2:39:a0:ec:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60:92:17:c5:19:87,5.0,5.0,5.0,5.0,5.0,0.0,10.0,10.0
00:0a:f5:bf:95:9c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40:e3:d6:54:d8:a0,31.0,31.0,32.0,10.0,10.0,5.0,25.0,63.0
48:4a:e9:d5:52:71,468.0,468.0,496.0,413.0,251.0,31.0,695.0,964.0
78:61:7c:49:82:54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90:4c:81:8c:1f:91,13.0,13.0,13.0,13.0,13.0,0.0,26.0,26.0
8a:1a:af:6b:2f:24,95.0,95.0,99.0,83.0,82.0,8.0,173.0,194.0
ac:a3:1e:5a:6c:61,59.0,59.0,72.0,61.0,56.0,6.0,123.0,131.0
38:17:c3:82:a8:d0,11.0,11.0,11.0,7.0,11.0,0.0,18.0,22.0
08:10:8d:bb:ff:ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48:4a:e9:98:cb:80,13.0,13.0,13.0,12.0,9.0,7.0,28.0,26.0
2a:e0:c3:82:d7:90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac:a3:1e:58:50:f4,4.0,4.0,4.0,4.0,4.0,0.0,8.0,8.0
5c:03:39:64:65:94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28:ff:3c:25:6e:0d,4.0,4.0,4.0,2.0,1.0,2.0,5.0,8.0
96:74:41:89:70:33,86.0,86.0,90.0,81.0,61.0,8.0,150.0,176.0
ac:a3:1e:5b:33:11,37.0,37.0,37.0,32.0,35.0,1.0,68.0,74.0
5a:28:23:8b:5b:cd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70:3a:0e:58:46:01,2.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0
bc:e9:2f:6f:ab:31,3.0,3.0,3.0,1.0,3.0,0.0,4.0,6.0
c8:b5:ad:af:19:00,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
38:17:c3:82:af:90,36.0,36.0,36.0,36.0,34.0,20.0,90.0,72.0
a4:00:c3:82:73:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b4:ec:02:68:25:2d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9c:32:38:17:c3:84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64:5a:ed:20:fd:90,228.0,228.0,237.0,203.0,203.0,9.0,415.0,465.0
